update,generated_tokens,cumulative_generated_tokens,reward_mean,reward_std,reward_variance,format_accuracy,valid_answer_component_rate,valid_answer_rate_available,valid_answer_rate_definition_version,parseable_rate,canonical_pass_rate,accuracy_given_parseable,accuracy_given_parseable_available,accuracy_given_parseable_reason,grpo_loss,policy_loss,value_loss,policy_value_loss_reason,kl,kl_available,kl_reason,ratio_mean,ratio_available,ratio_reason,ratio_variance,ratio_variance_available,ratio_variance_reason,clip_fraction,clip_fraction_available,clip_fraction_reason,policy_entropy_mean,entropy_raw_metric_key,response_token_entropy_mean,response_token_entropy_mean_available,response_token_entropy_mean_reason,policy_entropy_std,policy_entropy_std_available,policy_entropy_std_reason,grad_norm,policy_grad_norm,policy_grad_norm_available,policy_grad_norm_reason,learning_rate,completion_length_mean,completion_length_std,eos_rate,truncation_rate,unique_completion_rate,completion_duplicate_rate,zero_advantage_group_count,zero_advantage_fraction,nonzero_variance_group_count,nonzero_variance_group_fraction,all_zero_group_count,all_equal_group_count
11,1722,18663,0.296875,0.34571879378332904,0.119521484375,0.75,0.6875,True,formal_domain_valid_answer_component_v1,0.625,0.1875,0.3,True,,-0.0695,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.2728268578648567,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.6658121943473816,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,6.875e-06,107.625,44.16570360585236,1.0,0.0,1.0,0.0,0,0.0,4,1.0,0,0
12,1020,19683,0.390625,0.41728989848185877,0.174130859375,0.5625,0.75,True,formal_domain_valid_answer_component_v1,0.5625,0.3125,0.5555555555555556,True,,-0.0301,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.25604530051350594,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.85051029920578,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,6.5625e-06,63.75,16.013666038730793,1.0,0.0,0.9375,0.0625,0,0.0,4,1.0,0,0
13,1779,21462,0.34375,0.3872479018664917,0.1499609375,0.75,0.6875,True,formal_domain_valid_answer_component_v1,0.6875,0.25,0.36363636363636365,True,,-0.0117,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.3531080335378647,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.39571648836135864,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,6.25e-06,111.1875,66.38356230084372,0.9375,0.0625,1.0,0.0,1,0.25,3,0.75,0,1
14,1368,22830,0.2875,0.3511142976297035,0.12328125,0.625,0.6875,True,formal_domain_valid_answer_component_v1,0.5625,0.1875,0.3333333333333333,True,,-0.0893,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.2226969376206398,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.40860652923583984,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,5.9375e-06,85.5,39.1279950930277,1.0,0.0,0.875,0.125,1,0.25,3,0.75,1,1
15,1692,24522,0.125,0.23979157616563598,0.0575,0.1875,0.4375,True,formal_domain_valid_answer_component_v1,0.1875,0.0625,0.3333333333333333,True,,-0.0638,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.364780068397522,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.3909151256084442,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,5.625e-06,105.75,61.17444319321591,0.9375,0.0625,1.0,0.0,1,0.25,3,0.75,1,1
16,1683,26205,0.30625,0.34135529511053436,0.1165234375,0.6875,0.8125,True,formal_domain_valid_answer_component_v1,0.6875,0.1875,0.2727272727272727,True,,0.0412,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.3067150339484215,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.4622727334499359,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,5.3125e-06,105.1875,40.11891503704955,1.0,0.0,1.0,0.0,1,0.25,3,0.75,0,1
17,1397,27602,0.11875000000000001,0.07043392293490404,0.0049609375,0.6875,0.4375,True,formal_domain_valid_answer_component_v1,0.3125,0.0,0.0,True,,0.0477,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.347715612500906,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,1.5567537546157837,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,5e-06,87.3125,46.3663654360572,1.0,0.0,1.0,0.0,0,0.0,4,1.0,0,0
18,1369,28971,0.075,0.09185586535436918,0.0084375,0.3125,0.375,True,formal_domain_valid_answer_component_v1,0.3125,0.0,0.0,True,,-0.079,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.3147662915289402,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.414164662361145,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,4.6875000000000004e-06,85.5625,44.57152783728644,1.0,0.0,1.0,0.0,2,0.5,2,0.5,1,2
19,1976,30947,0.065625,0.08425917976695478,0.0070996093750000005,0.375,0.25,True,formal_domain_valid_answer_component_v1,0.25,0.0,0.0,True,,0.0404,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.32270050048828125,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.36568483710289,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,4.3750000000000005e-06,123.5,47.055817918722866,1.0,0.0,1.0,0.0,1,0.25,3,0.75,1,1
20,1092,32039,0.3875,0.47680577806901625,0.22734375,0.4375,0.4375,True,formal_domain_valid_answer_component_v1,0.4375,0.375,0.8571428571428571,True,,-0.0429,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.19548098370432854,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.35708087682724,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,4.0625000000000005e-06,68.25,23.239244824219224,1.0,0.0,1.0,0.0,2,0.5,2,0.5,1,2
21,1395,33434,0.225,0.3056754815159371,0.0934375,0.5625,0.625,True,formal_domain_valid_answer_component_v1,0.5625,0.125,0.2222222222222222,True,,-0.064,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.3070858046412468,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.5542668700218201,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,3.7500000000000005e-06,87.1875,37.61851065300167,1.0,0.0,1.0,0.0,0,0.0,4,1.0,0,0
22,1650,35084,0.440625,0.37758225511138627,0.142568359375,0.8125,1.0,True,formal_domain_valid_answer_component_v1,0.8125,0.3125,0.38461538461538464,True,,-0.0863,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.29140055924654007,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.21399088203907013,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,3.4375e-06,103.125,37.09931771609823,1.0,0.0,1.0,0.0,2,0.5,2,0.5,0,2
23,1929,37013,0.140625,0.2359944053891956,0.055693359375,0.375,0.4375,True,formal_domain_valid_answer_component_v1,0.25,0.0625,0.25,True,,-0.0977,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.23517557233572006,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.4473288655281067,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,3.125e-06,120.5625,52.31152926219993,1.0,0.0,1.0,0.0,0,0.0,4,1.0,0,0
24,1441,38454,0.3125,0.4060095442227929,0.16484375,0.5625,0.5625,True,formal_domain_valid_answer_component_v1,0.5625,0.25,0.4444444444444444,True,,-0.0139,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.22683687135577202,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.21717172861099243,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,2.8125e-06,90.0625,24.98866930730806,1.0,0.0,1.0,0.0,3,0.75,1,0.25,1,3
25,1659,40113,0.259375,0.3662388010233214,0.134130859375,0.5,0.5625,True,formal_domain_valid_answer_component_v1,0.5,0.1875,0.375,True,,-0.0773,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.26264265552163124,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.4351990222930908,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,2.5e-06,103.6875,48.842500383886986,1.0,0.0,1.0,0.0,1,0.25,3,0.75,1,1
26,1370,41483,0.39375,0.4145309849697607,0.1718359375,0.8125,0.625,True,formal_domain_valid_answer_component_v1,0.625,0.3125,0.5,True,,-0.0024,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.2581530250608921,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.5980766415596008,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,2.1875000000000002e-06,85.625,31.917618567180103,1.0,0.0,1.0,0.0,0,0.0,4,1.0,0,0
27,1419,42902,0.5,0.4472135954999579,0.2,0.75,0.75,True,formal_domain_valid_answer_component_v1,0.75,0.4375,0.5833333333333334,True,,-0.1525,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.24271098896861076,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.46893566846847534,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,1.8750000000000003e-06,88.6875,38.798709305207566,1.0,0.0,1.0,0.0,0,0.0,4,1.0,0,0
28,1186,44088,0.29375,0.41302050493891945,0.1705859375,0.5625,0.375,True,formal_domain_valid_answer_component_v1,0.375,0.25,0.6666666666666666,True,,-0.0271,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.2859594561159611,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.5739540457725525,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,1.5625e-06,74.125,29.40849154581037,1.0,0.0,1.0,0.0,2,0.5,2,0.5,1,2
29,1708,45796,0.325,0.32787192621510003,0.1075,0.6875,0.9375,True,formal_domain_valid_answer_component_v1,0.6875,0.1875,0.2727272727272727,True,,-0.0214,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.28697024285793304,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.44582077860832214,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,1.25e-06,106.75,34.37386361758015,1.0,0.0,1.0,0.0,1,0.25,3,0.75,0,1
30,1755,47551,0.36875,0.43115941077517955,0.18589843749999999,0.6875,0.5,True,formal_domain_valid_answer_component_v1,0.5,0.3125,0.625,True,,-0.1386,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.23293489962816238,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,1.2186864614486694,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,9.375000000000001e-07,109.6875,45.14936149880749,1.0,0.0,1.0,0.0,0,0.0,4,1.0,0,0
31,1445,48996,0.51875,0.4275201018665672,0.1827734375,0.9375,0.75,True,formal_domain_valid_answer_component_v1,0.75,0.4375,0.5833333333333334,True,,-0.0613,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.2241721823811531,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.4350181818008423,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,6.25e-07,90.3125,31.87812484682874,1.0,0.0,1.0,0.0,0,0.0,4,1.0,0,0
32,1777,50773,0.325,0.3956797947836104,0.1565625,0.625,0.5625,True,formal_domain_valid_answer_component_v1,0.4375,0.25,0.5714285714285714,True,,0.0054,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.2612311393022537,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.4877435863018036,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,3.125e-07,111.0625,26.887424453636314,1.0,0.0,1.0,0.0,0,0.0,4,1.0,0,0
