update,generated_tokens,cumulative_generated_tokens,reward_mean,reward_std,reward_variance,format_accuracy,valid_answer_component_rate,valid_answer_rate_available,valid_answer_rate_definition_version,parseable_rate,canonical_pass_rate,accuracy_given_parseable,accuracy_given_parseable_available,accuracy_given_parseable_reason,policy_loss,value_loss,total_loss,kl,kl_available,kl_reason,ratio_mean,ratio_available,ratio_reason,ratio_variance,ratio_variance_available,ratio_variance_reason,clip_fraction,clip_fraction_available,clip_fraction_reason,policy_entropy_mean,entropy_raw_metric_key,response_token_entropy_mean,response_token_entropy_mean_available,response_token_entropy_mean_reason,policy_entropy_std,policy_entropy_std_available,policy_entropy_std_reason,policy_grad_norm,policy_grad_norm_available,policy_grad_norm_reason,value_grad_norm,value_grad_norm_available,value_grad_norm_reason,learning_rate,completion_length_mean,completion_length_std,eos_rate,truncation_rate,unique_completion_rate,completion_duplicate_rate,zero_advantage_group_count,zero_advantage_fraction
11,1835,18543,0.09375,0.08637671850678283,0.0074609375000000006,0.3125,0.5,True,formal_domain_valid_answer_component_v1,0.25,0.0,0.0,True,,0.006862225942313671,3.29699444770813,0.3365616707131267,0.0009340315591543913,True,,0.9940877556800842,True,,5.992615115246736e-07,True,,0.002571292221546173,True,,0.6914575099945068,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,6.875e-06,114.6875,43.697423765595154,1.0,0.0,1.0,0.0,0,0.0
12,1028,19571,0.16875,0.32301073898556376,0.1043359375,0.25,0.375,True,formal_domain_valid_answer_component_v1,0.25,0.125,0.5,True,,0.0077261896803975105,4.002422332763672,0.4079684229567647,0.0009167782845906913,True,,0.9941049814224243,True,,2.294429350513383e-06,True,,0.0061938767321407795,True,,0.9899740219116211,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,6.5625e-06,64.25,19.7753002505651,1.0,0.0,1.0,0.0,0,0.0
13,1794,21365,0.19375,0.316659813522335,0.1002734375,0.375,0.5,True,formal_domain_valid_answer_component_v1,0.375,0.125,0.3333333333333333,True,,0.010146450251340866,3.1219804286956787,0.32234449312090874,0.00060460768872872,True,,0.9957090616226196,True,,2.9101713607815327e-06,True,,0.006574591156095266,True,,1.5916228294372559,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,6.25e-06,112.125,76.67208993499526,0.875,0.125,1.0,0.0,0,0.0
14,1549,22914,0.140625,0.23928196625529471,0.057255859375,0.4375,0.4375,True,formal_domain_valid_answer_component_v1,0.375,0.0625,0.16666666666666666,True,,0.005975201725959778,2.89782977104187,0.2957581788301468,0.0003595236630644649,True,,0.997100830078125,True,,1.1092810154877952e-06,True,,0.006916504353284836,True,,1.2889341115951538,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,5.9375e-06,96.8125,66.59787792227317,0.875,0.125,1.0,0.0,1,0.25
15,1889,24803,0.07500000000000001,0.09682458365518543,0.009375000000000001,0.375,0.375,True,formal_domain_valid_answer_component_v1,0.375,0.0,0.0,True,,0.006066830363124609,3.0961689949035645,0.3156837298534811,0.0004519091744441539,True,,0.9944849014282227,True,,3.7933616567897843e-06,True,,0.003425218630582094,True,,1.4596455097198486,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,5.625e-06,118.0625,69.87709634601312,0.875,0.125,1.0,0.0,2,0.5
16,1433,26236,0.178125,0.32014096016442506,0.102490234375,0.25,0.4375,True,formal_domain_valid_answer_component_v1,0.25,0.125,0.5,True,,0.0009556226432323456,3.5699729919433594,0.3579529218375683,0.0005680670728906989,True,,0.994194746017456,True,,3.76293905901548e-06,True,,0.004660659469664097,True,,1.2442700862884521,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,5.3125e-06,89.5625,48.227285780458345,1.0,0.0,1.0,0.0,0,0.0
17,1983,28219,0.13125,0.23905739373631596,0.0571484375,0.5,0.3125,True,formal_domain_valid_answer_component_v1,0.3125,0.0625,0.2,True,,0.0035748169757425785,3.0250024795532227,0.30607506493106484,0.0005848282016813755,True,,0.9948121905326843,True,,1.469515950702771e-06,True,,0.006517738103866577,True,,0.8985558152198792,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,5e-06,123.9375,58.98672387707254,0.875,0.125,1.0,0.0,1,0.25
18,1645,29864,0.109375,0.24381008874736912,0.059443359375,0.25,0.3125,True,formal_domain_valid_answer_component_v1,0.25,0.0625,0.25,True,,0.006187199614942074,3.6096749305725098,0.3671546926721931,0.00048740682541392744,True,,0.9939223527908325,True,,1.602031261427328e-06,True,,0.004609200172126293,True,,1.0865641832351685,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,4.6875000000000004e-06,102.8125,36.25985857322116,1.0,0.0,1.0,0.0,2,0.5
19,2293,32157,0.121875,0.23977121256522851,0.057490234375,0.3125,0.3125,True,formal_domain_valid_answer_component_v1,0.25,0.0625,0.25,True,,0.003738432191312313,3.4334986209869385,0.3470882942900062,0.0006642865482717752,True,,0.9940742254257202,True,,3.707532187036122e-06,True,,0.007107515819370747,True,,0.6408763527870178,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,4.3750000000000005e-06,143.3125,55.368897801473345,0.9375,0.0625,1.0,0.0,0,0.0
20,1131,33288,0.2125,0.38385381331960217,0.14734375,0.3125,0.3125,True,formal_domain_valid_answer_component_v1,0.3125,0.1875,0.6,True,,0.005661444738507271,3.460494041442871,0.3517108488827944,0.0003094230778515339,True,,0.9973219633102417,True,,1.4216433328329003e-06,True,,0.0031067864038050175,True,,1.2364110946655273,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,4.0625000000000005e-06,70.6875,31.740586695113247,1.0,0.0,1.0,0.0,2,0.5
21,1812,35100,0.196875,0.38668008013731453,0.149521484375,0.25,0.1875,True,formal_domain_valid_answer_component_v1,0.1875,0.1875,1.0,True,,0.0032634264789521694,3.237222194671631,0.3269856459461153,0.0004451603163033724,True,,0.9949219226837158,True,,1.2621844689419959e-06,True,,0.004087803885340691,True,,1.1743886470794678,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,3.7500000000000005e-06,113.25,57.70669371918651,0.9375,0.0625,0.9375,0.0625,2,0.5
22,1584,36684,0.528125,0.41906471382711286,0.17561523437499998,0.875,0.875,True,formal_domain_valid_answer_component_v1,0.8125,0.4375,0.5384615384615384,True,,0.00010132230818271637,3.1444005966186523,0.314541381970048,0.0005537641700357199,True,,0.995177149772644,True,,6.949543148948578e-06,True,,0.0022459158208221197,True,,1.059533953666687,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,3.4375e-06,99.0,41.15671269671571,1.0,0.0,1.0,0.0,2,0.5
23,2134,38818,0.159375,0.32558541026127075,0.106005859375,0.25,0.3125,True,formal_domain_valid_answer_component_v1,0.25,0.125,0.5,True,,0.004437456373125315,2.9298815727233887,0.2974256136454642,0.0004624794819392264,True,,0.9955150485038757,True,,2.2520032416650793e-06,True,,0.00321978866122663,True,,0.9280146360397339,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,3.125e-06,133.375,60.677297031097225,0.9375,0.0625,1.0,0.0,2,0.5
24,1472,40290,0.33125,0.39444383313724146,0.1555859375,0.5625,0.6875,True,formal_domain_valid_answer_component_v1,0.5625,0.25,0.4444444444444444,True,,0.008917806670069695,3.0307846069335938,0.3119962673634291,0.0005856918869540095,True,,0.9941815137863159,True,,1.0254743756377138e-06,True,,0.003878018818795681,True,,0.7458292841911316,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,2.8125e-06,92.0,27.076281133124617,1.0,0.0,1.0,0.0,2,0.5
25,1555,41845,0.2,0.31622776601683794,0.1,0.5,0.5,True,formal_domain_valid_answer_component_v1,0.5,0.125,0.25,True,,0.0012121479958295822,2.92960524559021,0.2941726725548506,0.0004419551114551723,True,,0.9958961009979248,True,,2.981638829169242e-07,True,,0.00537526560947299,True,,1.3689475059509277,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,2.5e-06,97.1875,43.49887749988498,1.0,0.0,1.0,0.0,3,0.75
26,1099,42944,0.3125,0.46351240544347894,0.21484375,0.3125,0.3125,True,formal_domain_valid_answer_component_v1,0.3125,0.3125,1.0,True,,0.001687333919107914,3.6273107528686523,0.3644184092059732,0.000766456127166748,True,,0.9947412014007568,True,,2.1623422981065232e-06,True,,0.006017943378537893,True,,1.08315908908844,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,2.1875000000000002e-06,68.6875,23.70316104974187,1.0,0.0,0.875,0.125,3,0.75
27,1601,44545,0.321875,0.4003782391376934,0.160302734375,0.5625,0.625,True,formal_domain_valid_answer_component_v1,0.5625,0.25,0.4444444444444444,True,,0.004454652778804302,3.459446907043457,0.35039934348315005,0.0004949409049004316,True,,0.995705246925354,True,,1.6202649248953094e-06,True,,0.0059014614671468735,True,,1.0269768238067627,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,1.8750000000000003e-06,100.0625,45.523989211733195,0.9375,0.0625,1.0,0.0,0,0.0
28,1349,45894,0.246875,0.3697417806726743,0.136708984375,0.5,0.4375,True,formal_domain_valid_answer_component_v1,0.375,0.1875,0.5,True,,-0.002612326294183731,3.0898780822753906,0.30637548193335534,0.0006999776815064251,True,,0.9958822727203369,True,,2.782490810204763e-06,True,,0.0077376412227749825,True,,1.4044466018676758,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,1.5625e-06,84.3125,37.45450365109649,1.0,0.0,1.0,0.0,0,0.0
29,1655,47549,0.25625,0.29094404530768453,0.08464843749999999,0.6875,0.8125,True,formal_domain_valid_answer_component_v1,0.6875,0.125,0.18181818181818182,True,,0.005078177899122238,3.074486494064331,0.31252682730555537,0.0005363692762330174,True,,0.9948563575744629,True,,5.501857231138274e-06,True,,0.006803300231695175,True,,1.494619607925415,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,1.25e-06,103.4375,52.07802889655099,0.9375,0.0625,1.0,0.0,1,0.25
30,1671,49220,0.225,0.3799671038392666,0.144375,0.375,0.375,True,formal_domain_valid_answer_component_v1,0.375,0.1875,0.5,True,,0.008866185322403908,3.660794734954834,0.37494565881788733,0.0008619072032161057,True,,0.9948509931564331,True,,4.328534942033002e-06,True,,0.005137431900948286,True,,1.0530235767364502,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,9.375000000000001e-07,104.4375,55.33530603285754,1.0,0.0,1.0,0.0,2,0.5
31,1287,50507,0.3875,0.419635258289863,0.17609375,0.75,0.625,True,formal_domain_valid_answer_component_v1,0.625,0.3125,0.5,True,,0.0005116676911711693,3.127854824066162,0.3132971500977874,0.001181998522952199,True,,0.9955072402954102,True,,5.344976216292707e-06,True,,0.006766520906239748,True,,0.9318774938583374,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,6.25e-07,80.4375,25.438574915863505,1.0,0.0,1.0,0.0,0,0.0
32,1462,51969,0.196875,0.31447811430209255,0.098896484375,0.5,0.4375,True,formal_domain_valid_answer_component_v1,0.375,0.125,0.3333333333333333,True,,0.00472513772547245,3.5395925045013428,0.35868438817560677,0.0006890376098453999,True,,0.9935039281845093,True,,6.473426310549257e-07,True,,0.0048843445256352425,True,,1.2611528635025024,policy/entropy_avg,,False,TRL 0.24.0 PPO policy/entropy_avg is not response-mask weighted; computing the unified token mean would require intrusive or memory-expensive logits work,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,3.125e-07,91.375,33.09054812178245,1.0,0.0,1.0,0.0,1,0.25
